#h_time,t_alpha/°C,out_alpha/12bit,t_beta/°C,out_beta/12bit,t_gamma/°C,out_gamma/12bit,t_epsilon/°C,out_epsilon/12bit,t_my/°C,out_my/12bit,t_amb/°C,u_time,timestamp,unix_time,h_time
,25.44,4095.0,25.19,4095.0,25.5,4095.0,25.19,4095.0,25.31,4095.0,11.63,1718143882,2024-06-11 22:11:22,1718143882,2024-06-11T22:11:22
,25.5,4095.0,25.25,4095.0,25.5,4095.0,25.19,4095.0,25.37,4095.0,11.63,1718143883,2024-06-11 22:11:23,1718143883,2024-06-11T22:11:23
,25.5,4095.0,25.25,4095.0,25.5,4095.0,25.25,4095.0,25.37,4095.0,11.63,1718143884,2024-06-11 22:11:24,1718143884,2024-06-11T22:11:24
,25.37,0.0,25.5,0.0,24.94,520.0,25.0,1144.0,25.37,0.0,9.13,1718164836,2024-06-12 04:00:36,1718164836,2024-06-12T04:00:36
,25.37,0.0,25.5,0.0,24.94,520.0,25.0,1144.0,25.37,0.0,9.13,1718164837,2024-06-12 04:00:37,1718164837,2024-06-12T04:00:37
,25.37,0.0,25.5,0.0,24.94,528.0,25.0,1144.0,25.37,0.0,9.13,1718164838,2024-06-12 04:00:38,1718164838,2024-06-12T04:00:38
,25.37,0.0,25.5,0.0,24.94,528.0,25.0,1144.0,25.37,0.0,9.13,1718164839,2024-06-12 04:00:39,1718164839,2024-06-12T04:00:39
,25.31,0.0,25.5,0.0,24.94,528.0,25.0,1144.0,25.37,0.0,9.13,1718164840,2024-06-12 04:00:40,1718164840,2024-06-12T04:00:40
,25.37,0.0,25.5,0.0,24.94,536.0,25.0,1144.0,25.37,0.0,9.13,1718164841,2024-06-12 04:00:41,1718164841,2024-06-12T04:00:41
,25.37,0.0,25.5,0.0,24.94,536.0,25.0,1144.0,25.37,0.0,9.13,1718164842,2024-06-12 04:00:42,1718164842,2024-06-12T04:00:42
,25.31,0.0,25.5,0.0,24.94,544.0,25.0,1144.0,25.37,0.0,9.13,1718164843,2024-06-12 04:00:43,1718164843,2024-06-12T04:00:43
,25.31,0.0,25.5,0.0,24.94,544.0,25.0,1144.0,25.37,0.0,9.13,1718164844,2024-06-12 04:00:44,1718164844,2024-06-12T04:00:44
,25.31,0.0,25.5,0.0,24.94,544.0,25.0,1144.0,25.37,0.0,9.13,1718164845,2024-06-12 04:00:45,1718164845,2024-06-12T04:00:45
,25.31,0.0,25.44,0.0,24.87,552.0,25.0,1144.0,25.31,0.0,9.13,1718164846,2024-06-12 04:00:46,1718164846,2024-06-12T04:00:46
,25.31,0.0,25.44,0.0,24.87,552.0,25.0,1144.0,25.31,0.0,9.13,1718164847,2024-06-12 04:00:47,1718164847,2024-06-12T04:00:47
,25.31,0.0,25.44,0.0,24.87,1080.0,25.0,1144.0,25.31,0.0,9.13,1718164848,2024-06-12 04:00:48,1718164848,2024-06-12T04:00:48
,25.31,0.0,25.44,0.0,24.87,1080.0,25.0,1144.0,25.31,0.0,9.13,1718164849,2024-06-12 04:00:49,1718164849,2024-06-12T04:00:49
,25.31,0.0,25.44,0.0,24.87,1096.0,25.0,1144.0,25.31,0.0,9.13,1718164850,2024-06-12 04:00:50,1718164850,2024-06-12T04:00:50
,25.25,0.0,25.44,0.0,24.87,1096.0,25.0,1144.0,25.31,0.0,9.13,1718164851,2024-06-12 04:00:51,1718164851,2024-06-12T04:00:51
,25.31,0.0,25.44,0.0,24.87,1096.0,24.94,1144.0,25.31,0.0,9.13,1718164852,2024-06-12 04:00:52,1718164852,2024-06-12T04:00:52
,25.25,0.0,25.44,0.0,24.87,1112.0,24.94,1664.0,25.31,0.0,9.13,1718164853,2024-06-12 04:00:53,1718164853,2024-06-12T04:00:53
,25.25,0.0,25.37,0.0,24.87,1112.0,24.94,1664.0,25.31,0.0,9.13,1718164854,2024-06-12 04:00:54,1718164854,2024-06-12T04:00:54
,25.25,0.0,25.37,0.0,24.87,1128.0,25.0,1152.0,25.25,0.0,9.13,1718164855,2024-06-12 04:00:55,1718164855,2024-06-12T04:00:55
,25.25,0.0,25.37,0.0,24.87,1128.0,24.94,1152.0,25.25,0.0,9.13,1718164856,2024-06-12 04:00:56,1718164856,2024-06-12T04:00:56
,25.25,0.0,25.37,0.0,24.87,1128.0,25.0,1152.0,25.31,0.0,9.13,1718164857,2024-06-12 04:00:57,1718164857,2024-06-12T04:00:57
,25.25,0.0,25.37,0.0,24.87,1144.0,25.0,1672.0,25.25,0.0,9.13,1718164858,2024-06-12 04:00:58,1718164858,2024-06-12T04:00:58
,25.25,0.0,25.37,0.0,24.87,1144.0,24.94,1672.0,25.25,0.0,9.13,1718164859,2024-06-12 04:00:59,1718164859,2024-06-12T04:00:59
,25.25,0.0,25.37,0.0,24.87,1160.0,25.0,1160.0,25.25,0.0,9.13,1718164860,2024-06-12 04:01:00,1718164860,2024-06-12T04:01:00
,25.25,0.0,25.37,0.0,24.87,1160.0,24.94,1160.0,25.25,0.0,9.13,1718164861,2024-06-12 04:01:01,1718164861,2024-06-12T04:01:01
,25.25,0.0,25.37,0.0,24.87,1160.0,25.0,1160.0,25.25,0.0,9.13,1718164862,2024-06-12 04:01:02,1718164862,2024-06-12T04:01:02
,25.19,0.0,25.37,0.0,24.87,1176.0,25.0,1160.0,25.25,0.0,9.13,1718164863,2024-06-12 04:01:03,1718164863,2024-06-12T04:01:03
,25.19,0.0,25.37,0.0,24.87,1176.0,25.0,1160.0,25.25,0.0,9.13,1718164864,2024-06-12 04:01:04,1718164864,2024-06-12T04:01:04
,25.19,0.0,25.31,0.0,24.87,1192.0,25.0,1160.0,25.25,0.0,9.13,1718164865,2024-06-12 04:01:05,1718164865,2024-06-12T04:01:05
,25.19,0.0,25.31,0.0,24.87,1192.0,25.0,1160.0,25.19,0.0,9.13,1718164866,2024-06-12 04:01:06,1718164866,2024-06-12T04:01:06
,25.19,0.0,25.31,0.0,24.87,1208.0,25.0,1160.0,25.19,0.0,9.13,1718164867,2024-06-12 04:01:07,1718164867,2024-06-12T04:01:07
,25.19,0.0,25.31,0.0,24.87,1208.0,25.0,1160.0,25.19,0.0,9.13,1718164868,2024-06-12 04:01:08,1718164868,2024-06-12T04:01:08
,25.19,0.0,25.31,0.0,24.81,1208.0,25.0,1160.0,25.19,0.0,9.13,1718164869,2024-06-12 04:01:09,1718164869,2024-06-12T04:01:09
,25.19,0.0,25.31,0.0,24.87,1224.0,25.0,1160.0,25.19,0.0,9.13,1718164870,2024-06-12 04:01:10,1718164870,2024-06-12T04:01:10
,25.12,0.0,25.31,0.0,24.87,1224.0,25.0,1160.0,25.19,0.0,9.13,1718164871,2024-06-12 04:01:11,1718164871,2024-06-12T04:01:11
,25.12,0.0,25.31,0.0,24.87,1240.0,25.0,1160.0,25.19,0.0,9.13,1718164872,2024-06-12 04:01:12,1718164872,2024-06-12T04:01:12
,25.12,0.0,25.31,0.0,24.81,1240.0,24.94,1160.0,25.19,0.0,9.13,1718164873,2024-06-12 04:01:13,1718164873,2024-06-12T04:01:13
,25.12,0.0,25.31,0.0,24.81,1240.0,25.0,1160.0,25.19,0.0,9.13,1718164874,2024-06-12 04:01:14,1718164874,2024-06-12T04:01:14
,25.12,0.0,25.25,0.0,24.81,4095.0,24.94,1680.0,25.19,0.0,9.13,1718164875,2024-06-12 04:01:15,1718164875,2024-06-12T04:01:15
,25.12,0.0,25.25,0.0,24.87,4095.0,25.0,1680.0,25.12,0.0,9.13,1718164876,2024-06-12 04:01:16,1718164876,2024-06-12T04:01:16
,25.12,0.0,25.25,0.0,24.87,4095.0,25.0,1168.0,25.12,0.0,9.13,1718164877,2024-06-12 04:01:17,1718164877,2024-06-12T04:01:17
,25.12,0.0,25.25,0.0,24.87,4095.0,25.0,1168.0,25.12,0.0,9.13,1718164878,2024-06-12 04:01:18,1718164878,2024-06-12T04:01:18
,25.12,0.0,25.25,0.0,24.87,4095.0,24.94,1168.0,25.12,0.0,9.13,1718164879,2024-06-12 04:01:19,1718164879,2024-06-12T04:01:19
,25.12,0.0,25.25,0.0,24.87,4095.0,25.0,1168.0,25.12,0.0,9.13,1718164880,2024-06-12 04:01:20,1718164880,2024-06-12T04:01:20
,25.06,0.0,25.25,0.0,24.87,4095.0,24.94,1168.0,25.12,0.0,9.13,1718164881,2024-06-12 04:01:21,1718164881,2024-06-12T04:01:21
,25.12,0.0,25.25,0.0,24.87,4095.0,25.0,1168.0,25.12,0.0,9.13,1718164882,2024-06-12 04:01:22,1718164882,2024-06-12T04:01:22
,25.06,0.0,25.19,0.0,24.87,4095.0,24.94,1168.0,25.12,0.0,9.13,1718164883,2024-06-12 04:01:23,1718164883,2024-06-12T04:01:23
,25.06,0.0,25.25,0.0,24.87,4095.0,25.0,1168.0,25.12,0.0,9.13,1718164884,2024-06-12 04:01:24,1718164884,2024-06-12T04:01:24
,25.06,0.0,25.25,0.0,24.87,4095.0,25.0,1168.0,25.12,0.0,9.13,1718164885,2024-06-12 04:01:25,1718164885,2024-06-12T04:01:25
,25.06,0.0,25.19,0.0,24.94,4095.0,25.0,1168.0,25.06,0.0,9.13,1718164886,2024-06-12 04:01:26,1718164886,2024-06-12T04:01:26
,25.06,0.0,25.19,0.0,24.94,4095.0,25.0,1168.0,25.12,0.0,9.13,1718164887,2024-06-12 04:01:27,1718164887,2024-06-12T04:01:27
,25.06,0.0,25.19,0.0,24.94,4095.0,25.0,1168.0,25.06,0.0,9.13,1718164888,2024-06-12 04:01:28,1718164888,2024-06-12T04:01:28
,25.0,0.0,25.19,0.0,24.94,4095.0,24.94,1688.0,25.06,0.0,9.13,1718164889,2024-06-12 04:01:29,1718164889,2024-06-12T04:01:29
,25.06,0.0,25.19,0.0,24.94,4095.0,25.0,1688.0,25.06,0.0,9.13,1718164890,2024-06-12 04:01:30,1718164890,2024-06-12T04:01:30
,25.0,0.0,25.19,0.0,24.94,4095.0,24.94,1688.0,25.06,0.0,9.13,1718164891,2024-06-12 04:01:31,1718164891,2024-06-12T04:01:31
,25.0,0.0,25.19,0.0,25.0,4095.0,24.94,1696.0,25.06,0.0,9.13,1718164892,2024-06-12 04:01:32,1718164892,2024-06-12T04:01:32
,25.0,0.0,25.12,0.0,25.0,4095.0,24.94,1696.0,25.06,0.0,9.13,1718164893,2024-06-12 04:01:33,1718164893,2024-06-12T04:01:33
,25.0,0.0,25.12,0.0,25.0,4095.0,24.94,1704.0,25.06,0.0,9.13,1718164894,2024-06-12 04:01:34,1718164894,2024-06-12T04:01:34
,25.0,0.0,25.12,0.0,25.0,4095.0,25.0,1704.0,25.06,0.0,9.13,1718164895,2024-06-12 04:01:35,1718164895,2024-06-12T04:01:35
,25.0,0.0,25.12,0.0,25.06,4095.0,24.94,1704.0,25.06,0.0,9.13,1718164896,2024-06-12 04:01:36,1718164896,2024-06-12T04:01:36
,25.0,0.0,25.12,0.0,25.06,2039.0,25.0,1712.0,25.0,0.0,9.13,1718164897,2024-06-12 04:01:37,1718164897,2024-06-12T04:01:37
,25.0,0.0,25.12,0.0,25.06,2039.0,24.94,1712.0,25.0,0.0,9.13,1718164898,2024-06-12 04:01:38,1718164898,2024-06-12T04:01:38
,25.0,0.0,25.12,0.0,25.06,2031.0,25.0,1200.0,25.0,0.0,9.13,1718164899,2024-06-12 04:01:39,1718164899,2024-06-12T04:01:39
,25.0,0.0,25.12,0.0,25.06,2031.0,24.94,1200.0,25.0,0.0,9.13,1718164900,2024-06-12 04:01:40,1718164900,2024-06-12T04:01:40
,24.94,520.0,25.12,0.0,25.12,0.0,24.94,1720.0,25.0,0.0,9.13,1718164901,2024-06-12 04:01:41,1718164901,2024-06-12T04:01:41
,24.94,520.0,25.12,0.0,25.12,0.0,25.0,1720.0,25.0,0.0,9.13,1718164902,2024-06-12 04:01:42,1718164902,2024-06-12T04:01:42
,24.94,520.0,25.06,0.0,25.12,0.0,25.0,1720.0,25.0,0.0,9.13,1718164903,2024-06-12 04:01:43,1718164903,2024-06-12T04:01:43
,24.94,528.0,25.06,0.0,25.12,0.0,25.0,1208.0,24.94,520.0,9.13,1718164904,2024-06-12 04:01:44,1718164904,2024-06-12T04:01:44
,24.94,528.0,25.06,0.0,25.12,0.0,25.0,1208.0,24.94,520.0,9.13,1718164905,2024-06-12 04:01:45,1718164905,2024-06-12T04:01:45
,24.94,536.0,25.06,0.0,25.12,0.0,25.0,1208.0,24.94,528.0,9.13,1718164906,2024-06-12 04:01:46,1718164906,2024-06-12T04:01:46
,24.94,536.0,25.06,0.0,25.12,0.0,25.0,1208.0,24.94,528.0,9.13,1718164907,2024-06-12 04:01:47,1718164907,2024-06-12T04:01:47
,24.94,536.0,25.06,0.0,25.12,0.0,25.0,1208.0,24.94,528.0,9.13,1718164908,2024-06-12 04:01:48,1718164908,2024-06-12T04:01:48
,24.94,544.0,25.06,0.0,25.12,0.0,25.0,1208.0,24.94,536.0,9.13,1718164909,2024-06-12 04:01:49,1718164909,2024-06-12T04:01:49
,24.94,544.0,25.06,0.0,25.12,0.0,25.0,1208.0,24.94,536.0,9.13,1718164910,2024-06-12 04:01:50,1718164910,2024-06-12T04:01:50
,24.94,552.0,25.06,0.0,25.12,0.0,25.0,1208.0,24.94,544.0,9.13,1718164911,2024-06-12 04:01:51,1718164911,2024-06-12T04:01:51
,24.94,552.0,25.06,0.0,25.12,0.0,25.0,1208.0,24.94,544.0,9.13,1718164912,2024-06-12 04:01:52,1718164912,2024-06-12T04:01:52
,24.94,552.0,25.0,0.0,25.12,0.0,25.0,1208.0,24.94,544.0,9.13,1718164913,2024-06-12 04:01:53,1718164913,2024-06-12T04:01:53
,24.87,1080.0,25.0,0.0,25.12,0.0,25.0,1208.0,24.94,552.0,9.13,1718164914,2024-06-12 04:01:54,1718164914,2024-06-12T04:01:54
,24.87,1080.0,25.0,0.0,25.12,0.0,25.0,1208.0,24.94,552.0,9.13,1718164915,2024-06-12 04:01:55,1718164915,2024-06-12T04:01:55
,24.87,1096.0,25.0,0.0,25.12,0.0,25.0,1208.0,24.94,560.0,9.13,1718164916,2024-06-12 04:01:56,1718164916,2024-06-12T04:01:56
,24.87,1096.0,25.0,0.0,25.12,0.0,25.0,1208.0,24.87,560.0,9.13,1718164917,2024-06-12 04:01:57,1718164917,2024-06-12T04:01:57
,24.87,1112.0,25.0,0.0,25.12,0.0,25.0,1208.0,24.94,568.0,9.13,1718164918,2024-06-12 04:01:58,1718164918,2024-06-12T04:01:58
,24.87,1112.0,25.0,0.0,25.12,0.0,25.0,1208.0,24.94,568.0,9.13,1718164919,2024-06-12 04:01:59,1718164919,2024-06-12T04:01:59
,24.87,1112.0,25.0,0.0,25.12,0.0,25.0,1208.0,24.87,568.0,9.13,1718164920,2024-06-12 04:02:00,1718164920,2024-06-12T04:02:00
,24.87,1128.0,25.0,0.0,25.12,0.0,25.0,1208.0,24.87,1096.0,9.13,1718164921,2024-06-12 04:02:01,1718164921,2024-06-12T04:02:01
,24.87,1128.0,25.0,0.0,25.12,0.0,25.0,1208.0,24.87,1096.0,9.13,1718164922,2024-06-12 04:02:02,1718164922,2024-06-12T04:02:02
,24.87,1144.0,25.0,0.0,25.12,0.0,25.0,1208.0,24.87,1112.0,9.13,1718164923,2024-06-12 04:02:03,1718164923,2024-06-12T04:02:03
,24.87,1144.0,24.94,0.0,25.12,0.0,25.0,1208.0,24.87,1112.0,9.13,1718164924,2024-06-12 04:02:04,1718164924,2024-06-12T04:02:04
,24.87,1144.0,24.94,0.0,25.12,0.0,25.0,1208.0,24.87,1112.0,9.13,1718164925,2024-06-12 04:02:05,1718164925,2024-06-12T04:02:05
,24.87,1160.0,24.94,520.0,25.12,0.0,25.0,1208.0,24.87,1128.0,9.13,1718164926,2024-06-12 04:02:06,1718164926,2024-06-12T04:02:06
,24.87,1160.0,24.94,520.0,25.06,0.0,25.0,1208.0,24.87,1128.0,9.13,1718164927,2024-06-12 04:02:07,1718164927,2024-06-12T04:02:07
,24.87,1176.0,24.94,528.0,25.06,0.0,25.0,1208.0,24.87,1144.0,9.13,1718164928,2024-06-12 04:02:08,1718164928,2024-06-12T04:02:08
,24.87,1176.0,24.94,528.0,25.12,0.0,25.0,1208.0,24.87,1144.0,9.13,1718164929,2024-06-12 04:02:09,1718164929,2024-06-12T04:02:09
,24.87,1176.0,24.94,528.0,25.06,0.0,24.94,1208.0,24.87,1144.0,9.13,1718164930,2024-06-12 04:02:10,1718164930,2024-06-12T04:02:10
,24.87,1192.0,24.94,536.0,25.06,0.0,25.0,1208.0,24.87,1160.0,9.13,1718164931,2024-06-12 04:02:11,1718164931,2024-06-12T04:02:11
,24.87,1192.0,24.87,536.0,25.06,0.0,25.0,1208.0,24.87,1160.0,9.13,1718164932,2024-06-12 04:02:12,1718164932,2024-06-12T04:02:12
,24.87,1208.0,24.94,544.0,25.06,0.0,25.0,1208.0,24.87,1176.0,9.13,1718164933,2024-06-12 04:02:13,1718164933,2024-06-12T04:02:13
,24.87,1208.0,24.87,544.0,25.06,0.0,25.0,1208.0,24.87,1176.0,9.13,1718164934,2024-06-12 04:02:14,1718164934,2024-06-12T04:02:14
,24.87,1224.0,24.87,1072.0,25.06,0.0,24.94,1728.0,24.87,1192.0,9.13,1718164935,2024-06-12 04:02:15,1718164935,2024-06-12T04:02:15
,24.87,1224.0,24.87,1072.0,25.06,0.0,25.0,1728.0,24.87,1192.0,9.13,1718164936,2024-06-12 04:02:16,1718164936,2024-06-12T04:02:16
,24.87,1224.0,24.87,1072.0,25.06,0.0,25.0,1728.0,24.87,1192.0,9.13,1718164937,2024-06-12 04:02:17,1718164937,2024-06-12T04:02:17
,24.87,1240.0,24.87,1088.0,25.06,0.0,25.0,1216.0,24.87,1208.0,9.13,1718164938,2024-06-12 04:02:18,1718164938,2024-06-12T04:02:18
,24.87,1240.0,24.87,1088.0,25.06,0.0,24.94,1216.0,24.87,1208.0,9.13,1718164939,2024-06-12 04:02:19,1718164939,2024-06-12T04:02:19
,24.87,1256.0,24.87,1104.0,25.06,0.0,25.0,1216.0,24.87,1224.0,9.13,1718164940,2024-06-12 04:02:20,1718164940,2024-06-12T04:02:20
,24.87,1256.0,24.87,1104.0,25.06,0.0,25.0,1216.0,24.87,1224.0,9.13,1718164941,2024-06-12 04:02:21,1718164941,2024-06-12T04:02:21
,24.87,1256.0,24.87,1104.0,25.0,0.0,24.94,1216.0,24.87,1224.0,9.13,1718164942,2024-06-12 04:02:22,1718164942,2024-06-12T04:02:22
,24.87,1272.0,24.87,1120.0,25.0,0.0,25.0,1216.0,24.87,1240.0,9.13,1718164943,2024-06-12 04:02:23,1718164943,2024-06-12T04:02:23
,24.87,1272.0,24.87,1120.0,25.0,0.0,24.94,1216.0,24.87,1240.0,9.13,1718164944,2024-06-12 04:02:24,1718164944,2024-06-12T04:02:24
,24.87,1288.0,24.87,1136.0,25.0,0.0,24.94,1736.0,24.87,1256.0,9.13,1718164945,2024-06-12 04:02:25,1718164945,2024-06-12T04:02:25
,24.87,1288.0,24.87,1136.0,25.0,0.0,24.94,1736.0,24.87,1256.0,9.13,1718164946,2024-06-12 04:02:26,1718164946,2024-06-12T04:02:26
,24.87,1288.0,24.87,1136.0,25.0,0.0,24.94,1736.0,24.87,1256.0,9.13,1718164947,2024-06-12 04:02:27,1718164947,2024-06-12T04:02:27
,24.87,1304.0,24.87,1152.0,25.0,0.0,25.0,1744.0,24.87,1272.0,9.13,1718164948,2024-06-12 04:02:28,1718164948,2024-06-12T04:02:28
,24.87,1304.0,24.87,1152.0,25.0,0.0,24.94,1744.0,24.87,1272.0,9.13,1718164949,2024-06-12 04:02:29,1718164949,2024-06-12T04:02:29
,24.87,1320.0,24.87,1168.0,25.0,0.0,25.0,1232.0,24.87,1288.0,9.13,1718164950,2024-06-12 04:02:30,1718164950,2024-06-12T04:02:30
,24.87,1320.0,24.87,1168.0,25.0,0.0,24.94,1232.0,24.81,1288.0,9.13,1718164951,2024-06-12 04:02:31,1718164951,2024-06-12T04:02:31
,24.87,1320.0,24.87,1168.0,25.0,0.0,24.94,1232.0,24.87,1288.0,9.13,1718164952,2024-06-12 04:02:32,1718164952,2024-06-12T04:02:32
,24.87,1336.0,24.87,1184.0,24.94,0.0,25.0,1752.0,24.87,1304.0,9.13,1718164953,2024-06-12 04:02:33,1718164953,2024-06-12T04:02:33
,24.87,1336.0,24.87,1184.0,24.94,0.0,25.0,1752.0,24.87,1304.0,9.13,1718164954,2024-06-12 04:02:34,1718164954,2024-06-12T04:02:34
,24.87,1352.0,24.81,4095.0,24.94,520.0,24.94,1760.0,24.87,1320.0,9.13,1718164955,2024-06-12 04:02:35,1718164955,2024-06-12T04:02:35
,24.87,1352.0,24.81,4095.0,24.94,520.0,25.0,1760.0,24.87,1320.0,9.13,1718164956,2024-06-12 04:02:36,1718164956,2024-06-12T04:02:36
,24.87,1368.0,24.81,4095.0,24.94,528.0,25.0,1248.0,24.87,1336.0,9.13,1718164957,2024-06-12 04:02:37,1718164957,2024-06-12T04:02:37
,24.87,1368.0,24.87,4095.0,24.94,528.0,24.94,1248.0,24.87,1336.0,9.13,1718164958,2024-06-12 04:02:38,1718164958,2024-06-12T04:02:38
,24.87,1368.0,24.81,4095.0,24.94,528.0,24.94,1248.0,24.87,1336.0,9.13,1718164959,2024-06-12 04:02:39,1718164959,2024-06-12T04:02:39
,24.87,1384.0,24.87,4095.0,24.94,536.0,24.94,1768.0,24.87,1352.0,9.13,1718164960,2024-06-12 04:02:40,1718164960,2024-06-12T04:02:40
,24.87,1384.0,24.87,4095.0,24.94,536.0,24.94,1768.0,24.87,1352.0,9.13,1718164961,2024-06-12 04:02:41,1718164961,2024-06-12T04:02:41
,24.87,1400.0,24.87,4095.0,24.94,544.0,25.0,1256.0,24.87,1368.0,9.13,1718164962,2024-06-12 04:02:42,1718164962,2024-06-12T04:02:42
,24.87,1400.0,24.87,4095.0,24.87,544.0,25.0,1256.0,24.87,1368.0,9.13,1718164963,2024-06-12 04:02:43,1718164963,2024-06-12T04:02:43
,24.87,1400.0,24.87,4095.0,24.87,544.0,25.0,1256.0,24.87,1368.0,9.13,1718164964,2024-06-12 04:02:44,1718164964,2024-06-12T04:02:44
,24.87,1416.0,24.87,4095.0,24.87,1072.0,25.0,1256.0,24.87,1384.0,9.13,1718164965,2024-06-12 04:02:45,1718164965,2024-06-12T04:02:45
,24.87,1416.0,24.87,4095.0,24.94,1072.0,25.0,1256.0,24.87,1384.0,9.13,1718164966,2024-06-12 04:02:46,1718164966,2024-06-12T04:02:46
,24.87,1432.0,24.87,4095.0,24.87,1088.0,25.0,1256.0,24.87,1400.0,9.13,1718164967,2024-06-12 04:02:47,1718164967,2024-06-12T04:02:47
,24.87,1432.0,24.94,4095.0,24.87,1088.0,25.0,1256.0,24.87,1400.0,9.13,1718164968,2024-06-12 04:02:48,1718164968,2024-06-12T04:02:48
,24.87,1432.0,24.87,4095.0,24.87,1088.0,25.0,1256.0,24.87,1400.0,9.13,1718164969,2024-06-12 04:02:49,1718164969,2024-06-12T04:02:49
,24.87,1448.0,24.94,4095.0,24.87,1104.0,25.0,1256.0,24.87,1416.0,9.13,1718164970,2024-06-12 04:02:50,1718164970,2024-06-12T04:02:50
,24.87,1448.0,24.94,4095.0,24.94,1104.0,25.0,1256.0,24.87,1416.0,9.13,1718164971,2024-06-12 04:02:51,1718164971,2024-06-12T04:02:51
,24.87,1464.0,24.94,4095.0,24.87,1120.0,25.0,1256.0,24.87,1432.0,9.13,1718164972,2024-06-12 04:02:52,1718164972,2024-06-12T04:02:52
,24.87,1464.0,24.94,4095.0,24.87,1120.0,25.0,1256.0,24.87,1432.0,9.13,1718164973,2024-06-12 04:02:53,1718164973,2024-06-12T04:02:53
,24.87,1480.0,25.0,4095.0,24.87,1136.0,25.0,1256.0,24.87,1448.0,9.13,1718164974,2024-06-12 04:02:54,1718164974,2024-06-12T04:02:54
,24.87,1480.0,25.0,4095.0,24.87,1136.0,25.0,1256.0,24.87,1448.0,9.13,1718164975,2024-06-12 04:02:55,1718164975,2024-06-12T04:02:55
,24.87,1480.0,25.0,4095.0,24.87,1136.0,25.0,1256.0,24.87,1448.0,9.13,1718164976,2024-06-12 04:02:56,1718164976,2024-06-12T04:02:56
,24.87,1496.0,25.0,4095.0,24.87,1152.0,25.0,1256.0,24.87,1464.0,9.13,1718164977,2024-06-12 04:02:57,1718164977,2024-06-12T04:02:57
,24.87,1496.0,25.0,4095.0,24.87,1152.0,25.0,1256.0,24.87,1464.0,9.13,1718164978,2024-06-12 04:02:58,1718164978,2024-06-12T04:02:58
,24.87,1512.0,25.06,2039.0,24.87,1168.0,25.0,1256.0,24.87,1480.0,9.13,1718164979,2024-06-12 04:02:59,1718164979,2024-06-12T04:02:59
,24.87,1512.0,25.06,2039.0,24.87,1168.0,25.0,1256.0,24.87,1480.0,9.13,1718164980,2024-06-12 04:03:00,1718164980,2024-06-12T04:03:00
,24.87,1512.0,25.06,2039.0,24.87,1168.0,25.0,1256.0,24.87,1480.0,9.13,1718164981,2024-06-12 04:03:01,1718164981,2024-06-12T04:03:01
,24.87,1528.0,25.06,2031.0,24.87,1184.0,25.0,1256.0,24.87,1496.0,9.13,1718164982,2024-06-12 04:03:02,1718164982,2024-06-12T04:03:02
,24.87,1528.0,25.12,2031.0,24.87,1184.0,25.0,1256.0,24.87,1496.0,9.13,1718164983,2024-06-12 04:03:03,1718164983,2024-06-12T04:03:03
,24.94,1024.0,25.12,0.0,24.87,1200.0,25.0,1256.0,24.87,1512.0,9.13,1718164984,2024-06-12 04:03:04,1718164984,2024-06-12T04:03:04
,24.87,1024.0,25.12,0.0,24.87,1200.0,25.0,1256.0,24.87,1512.0,9.13,1718164985,2024-06-12 04:03:05,1718164985,2024-06-12T04:03:05
,24.87,1024.0,25.12,0.0,24.87,1200.0,25.0,1256.0,24.87,1512.0,9.13,1718164986,2024-06-12 04:03:06,1718164986,2024-06-12T04:03:06
,24.94,1032.0,25.12,0.0,24.87,1216.0,25.0,1256.0,24.87,1528.0,9.13,1718164987,2024-06-12 04:03:07,1718164987,2024-06-12T04:03:07
,24.94,1032.0,25.12,0.0,24.87,1216.0,25.0,1256.0,24.87,1528.0,9.13,1718164988,2024-06-12 04:03:08,1718164988,2024-06-12T04:03:08
,24.94,1040.0,25.12,0.0,24.87,1232.0,24.94,1776.0,24.87,1544.0,9.13,1718164989,2024-06-12 04:03:09,1718164989,2024-06-12T04:03:09
,24.87,1040.0,25.12,0.0,24.87,1232.0,25.0,1776.0,24.87,1544.0,9.13,1718164990,2024-06-12 04:03:10,1718164990,2024-06-12T04:03:10
,24.87,1568.0,25.12,0.0,24.87,1248.0,25.0,1264.0,24.87,1560.0,9.13,1718164991,2024-06-12 04:03:11,1718164991,2024-06-12T04:03:11
,24.87,1568.0,25.12,0.0,24.87,1248.0,25.0,1264.0,24.87,1560.0,9.13,1718164992,2024-06-12 04:03:12,1718164992,2024-06-12T04:03:12
,24.87,1568.0,25.12,0.0,24.87,1248.0,25.0,1264.0,24.87,1560.0,9.13,1718164993,2024-06-12 04:03:13,1718164993,2024-06-12T04:03:13
,24.94,1064.0,25.12,0.0,24.87,1264.0,25.0,1264.0,24.87,1576.0,9.13,1718164994,2024-06-12 04:03:14,1718164994,2024-06-12T04:03:14
,24.94,1064.0,25.12,0.0,24.87,1264.0,25.0,1264.0,24.87,1576.0,9.13,1718164995,2024-06-12 04:03:15,1718164995,2024-06-12T04:03:15
,24.94,1072.0,25.12,0.0,24.87,1280.0,25.0,1264.0,24.87,1592.0,9.13,1718164996,2024-06-12 04:03:16,1718164996,2024-06-12T04:03:16
,24.94,1072.0,25.12,0.0,24.87,1280.0,25.0,1264.0,24.87,1592.0,9.13,1718164997,2024-06-12 04:03:17,1718164997,2024-06-12T04:03:17
